,nodeID,tau_heu,tau_bench,effective_tau,nu_heu,nu_benchmark,effective_nu,seed_node
2088,2273,0.31791269841269837,0.02,15.895634920634919,0.98,0.03,32.666666666666664,0
2089,2274,0.1909408369408368,0.04,4.77352092352092,0.99,0.04,24.75,0
2090,2276,0.2797499999999999,0.03,9.324999999999996,1.0,0.03,33.333333333333336,0
2091,2277,0.23227417027417022,0.06,3.8712361712361703,1.0,0.06,16.666666666666668,0
2092,2278,0.23576623376623362,0.028333333333333332,8.321161191749422,0.98,0.04,24.5,0
2093,2280,0.13411457986457984,0.035,3.831845138987995,0.87,0.05,17.4,0
2094,2281,0.26716317016317015,0.01,26.716317016317014,1.0,0.01,100.0,0
2095,2282,0.19854881229881222,0.015,13.236587486587482,0.98,0.02,49.0,0
2096,2283,0.5,0.035,14.285714285714285,1.0,0.06,16.666666666666668,0
2097,2285,0.17781060606060603,0.0225,7.902693602693602,0.79,0.03,26.333333333333336,0
2098,2286,0.26094047619047617,0.0,,1.0,0.0,,0
2099,2287,0.24747619047619035,0.013333333333333332,18.560714285714276,1.0,0.02,50.0,0
2100,2288,0.1856554834054834,0.045,4.125677409010742,1.0,0.05,20.0,0
2101,2289,0.2481471861471861,0.05333333333333334,4.6527597402597385,0.98,0.06,16.333333333333332,0
2102,2290,0.2361904761904761,0.01,23.61904761904761,1.0,0.01,100.0,0
2103,2291,0.16432467532467523,0.04999999999999999,3.2864935064935055,0.98,0.09,10.88888888888889,0
2104,2292,0.16432467532467523,0.04999999999999999,3.2864935064935055,0.98,0.09,10.88888888888889,0
2105,2293,0.16935101010101,0.07166666666666666,2.3630373502466515,0.97,0.11,8.818181818181818,0
2106,2294,0.22903210678210667,0.02,11.451605339105333,0.97,0.02,48.5,0
2107,2295,0.1614296536796536,0.035,4.612275819418674,0.97,0.05,19.4,0
2108,2296,0.1506068653568653,0.035,4.303053295910437,0.97,0.05,19.4,0
2109,2297,1.0,0.022000000000000002,45.45454545454545,1.0,0.03,33.333333333333336,1
2110,2298,0.2419444444444444,0.03833333333333334,6.311594202898549,1.0,0.05,20.0,0
2111,2299,0.24682575757575745,0.01,24.682575757575744,1.0,0.01,100.0,0
2112,2300,0.17723881673881664,0.018333333333333333,9.66757182211727,1.0,0.04,25.0,0
2113,2301,0.17723881673881664,0.04833333333333333,3.6670100014927582,1.0,0.07,14.285714285714285,0
2114,2302,0.17723881673881664,0.03833333333333333,4.62362130623,1.0,0.06,16.666666666666668,0
2115,2304,0.0,0.005,0.0,0.0,0.01,0.0,0
2116,2305,0.0,0.01,0.0,0.0,0.01,0.0,0
2117,2306,0.20822294372294364,0.01,20.822294372294365,0.98,0.01,98.0,0
2118,2307,0.34555158730158714,0.02,17.277579365079358,0.99,0.02,49.5,0
2119,2308,0.1381637806637806,0.022000000000000002,6.280171848353663,0.79,0.04,19.75,0
2120,2309,0.16558044733044722,0.002,82.7902236652236,0.94,0.01,93.99999999999999,0
2121,2310,0.1381637806637806,0.022000000000000002,6.280171848353663,0.79,0.04,19.75,0
2122,2311,0.1381637806637806,0.052000000000000005,2.6569957819957803,0.79,0.07,11.285714285714285,0
2123,2312,0.1381637806637806,0.042,3.2896138253281095,0.79,0.06,13.166666666666668,0
2124,2313,0.1381637806637806,0.022000000000000002,6.280171848353663,0.79,0.04,19.75,0
2125,2314,0.28721031746031733,0.008333333333333333,34.46523809523808,0.94,0.02,46.99999999999999,0
2126,2315,0.1381637806637806,0.052000000000000005,2.6569957819957803,0.79,0.07,11.285714285714285,0
2127,2316,0.14239105339105337,0.03,4.746368446368446,0.86,0.03,28.666666666666668,0
2128,2317,0.1618185425685425,0.022000000000000002,7.355388298570113,0.81,0.03,27.000000000000004,0
2129,2318,0.16245310245310243,0.047,3.4564489883638814,0.86,0.06,14.333333333333334,0
2130,2319,0.16580133755133747,0.03,5.526711251711249,0.93,0.05,18.6,0
2131,2320,0.16149350649350644,0.035333333333333335,4.570570938495465,0.86,0.05,17.2,0
2132,2321,0.15883380508380499,0.005,31.766761016760995,0.89,0.01,89.0,0
2133,2322,0.22882539682539677,0.03,7.627513227513226,0.99,0.03,33.0,0
2134,2323,1.0,0.025,40.0,1.0,0.03,33.333333333333336,1
2135,2324,0.3174924242424241,0.0,,1.0,0.0,,0
2136,2325,0.2702460317460316,0.02,13.51230158730158,1.0,0.02,50.0,0
2137,2326,1.0,0.0,,1.0,0.0,,1
2138,2328,1.0,0.013333333333333332,75.0,1.0,0.02,50.0,1
2139,2329,0.2441432178932178,0.005,48.82864357864356,1.0,0.01,100.0,0
2140,2330,0.172286186036186,0.008333333333333333,20.67434232434232,0.99,0.02,49.5,0
2141,2331,0.1987438672438671,0.018333333333333333,10.840574576938206,1.0,0.03,33.333333333333336,0
2142,2332,0.2068217893217892,0.02,10.34108946608946,1.0,0.02,50.0,0
2143,2333,0.23918625818625813,0.01,23.918625818625813,0.99,0.01,99.0,0
2144,2334,0.1532544122544122,0.05333333333333333,2.8735202297702287,0.94,0.08,11.749999999999998,0
2145,2335,0.1532544122544122,0.04333333333333334,3.536640282794127,0.94,0.07,13.428571428571427,0
2146,2336,0.1532544122544122,0.03333333333333333,4.597632367632366,0.94,0.06,15.666666666666666,0
2147,2337,0.1532544122544122,0.04333333333333334,3.536640282794127,0.94,0.07,13.428571428571427,0
2148,2338,0.302313492063492,0.005,60.4626984126984,0.99,0.01,99.0,0
2149,2339,0.1966787934287934,0.045,4.370639853973187,0.94,0.05,18.799999999999997,0
2150,2340,0.20978246753246754,0.01,20.978246753246754,1.0,0.01,100.0,0
2151,2341,0.313008658008658,0.01,31.3008658008658,1.0,0.01,100.0,0
2152,2342,0.26912734487734474,0.03333333333333333,8.073820346320343,0.99,0.04,24.75,0
2153,2343,0.17075432900432885,0.03,5.691810966810962,1.0,0.03,33.333333333333336,0
2154,2344,0.2112695915195914,0.028333333333333332,7.45657381833852,0.99,0.04,24.75,0
2155,2345,0.2870360750360749,0.015,19.135738335738328,0.99,0.02,49.5,0
2156,2346,0.1782031024531024,0.025,7.128124098124095,0.96,0.04,24.0,0
2157,2348,0.28314285714285703,0.01,28.314285714285703,1.0,0.01,100.0,0
2158,2349,0.3715609668109668,0.025,14.862438672438671,1.0,0.03,33.333333333333336,0
2159,2350,0.31627813852813846,0.0225,14.056806156806154,1.0,0.03,33.333333333333336,0
2160,2351,0.13988081363081353,0.0475,2.9448592343329163,0.97,0.06,16.166666666666668,0
2161,2352,0.17057550782550782,0.0125,13.646040626040625,0.98,0.03,32.666666666666664,0
2162,2353,0.13988081363081353,0.0175,7.993189350332202,0.97,0.03,32.333333333333336,0
2163,2354,0.2799249639249638,0.03,9.330832130832126,1.0,0.03,33.333333333333336,0
2164,2355,0.13581002739090964,0.04,3.395250684772741,0.93,0.06,15.500000000000002,0
2165,2356,0.2668968253968253,0.09,2.9655202821869477,1.0,0.1,10.0,0
2166,2357,0.1950043290043289,0.02,9.750216450216445,1.0,0.02,50.0,0
2167,2359,0.18193686868686862,0.01,18.19368686868686,1.0,0.02,50.0,0
2168,2360,0.28362698412698406,0.02,14.181349206349203,1.0,0.03,33.333333333333336,0
2169,2361,0.16634931734931727,0.01,16.634931734931726,0.92,0.02,46.0,0
2170,2362,0.2148852813852813,0.02,10.744264069264064,0.92,0.02,46.0,0
2171,2363,0.19316677766677756,0.003333333333333333,57.95003330003327,1.0,0.01,100.0,0
2172,2364,0.29918253968253955,0.02,14.959126984126977,1.0,0.02,50.0,0
2173,2365,0.2364920634920634,0.02333333333333333,10.13537414965986,1.0,0.03,33.333333333333336,0
2174,2366,0.21587409812409805,0.045,4.797202180535512,1.0,0.06,16.666666666666668,0
2175,2367,0.19364285714285714,0.0,,0.97,0.0,,0
2176,2368,0.25859523809523793,0.018333333333333333,14.105194805194797,1.0,0.03,33.333333333333336,0
2177,2369,1.0,0.01,100.0,1.0,0.01,100.0,1
2178,2370,0.16854509379509378,0.04,4.213627344877344,0.98,0.06,16.333333333333332,0
2179,2371,0.23723809523809514,0.015,15.81587301587301,0.99,0.02,49.5,0
2180,2372,0.17013564213564203,0.03333333333333333,5.104069264069261,0.98,0.04,24.5,0
2181,2373,0.2996984959484959,0.025333333333333333,11.830203787440627,0.89,0.05,17.8,0
2182,2374,0.20038924963924948,0.018333333333333333,10.930322707595426,0.99,0.04,24.75,0
2183,2375,0.24161507936507917,0.035,6.903287981859404,1.0,0.04,25.0,0
2184,2376,0.260424603174603,0.025,10.416984126984119,1.0,0.03,33.333333333333336,0
2185,2378,0.1497601010101009,0.03,4.992003367003363,1.0,0.03,33.333333333333336,0
2186,2379,0.2289563492063491,0.03,7.631878306878304,0.99,0.03,33.0,0
2187,2380,0.1726000388500388,0.06,2.8766673141673134,0.99,0.07,14.14285714285714,0
2188,2381,0.2881987734487733,0.015,19.213251563251553,0.99,0.02,49.5,0
2189,2382,0.5,0.025,20.0,1.0,0.03,33.333333333333336,0
2190,2384,0.28573015873015867,0.015,19.048677248677244,1.0,0.02,50.0,0
2191,2385,0.2694164169164168,0.015,17.961094461094454,1.0,0.02,50.0,0
2192,2386,0.27587301587301577,0.026666666666666665,10.345238095238091,1.0,0.04,25.0,0
2193,2387,0.24850396825396806,0.03,8.283465608465603,1.0,0.03,33.333333333333336,0
2194,2388,0.18864033189033183,0.025,7.545613275613273,0.97,0.06,16.166666666666668,0
2195,2389,0.18864033189033183,0.025,7.545613275613273,0.97,0.06,16.166666666666668,0
2196,2390,0.1857471139971139,0.04333333333333333,4.28647186147186,0.98,0.07,13.999999999999998,0
2197,2391,0.16147763347763341,0.03333333333333333,4.844329004329002,0.98,0.05,19.599999999999998,0
2198,2392,0.16147763347763341,0.03333333333333333,4.844329004329002,0.98,0.05,19.599999999999998,0
2199,2393,0.1480407647907646,0.03,4.934692159692154,0.98,0.04,24.5,0
2200,2394,0.16147763347763341,0.013333333333333332,12.110822510822507,0.98,0.03,32.666666666666664,0
2201,2395,0.16147763347763341,0.03333333333333333,4.844329004329002,0.98,0.05,19.599999999999998,0
2202,2396,0.16147763347763341,0.04833333333333334,3.3409165547096564,0.98,0.06,16.333333333333332,0
2203,2397,0.20389332889332884,0.025,8.155733155733152,0.98,0.03,32.666666666666664,0
2204,2398,1.0,0.0,,1.0,0.0,,1
2205,2399,0.1722748917748917,0.06999999999999999,2.461069882498453,1.0,0.11,9.090909090909092,0
2206,2400,0.26843398268398266,0.05,5.368679653679653,1.0,0.06,16.666666666666668,0
2207,2401,0.14757720057720047,0.05833333333333334,2.529894867037722,0.94,0.07,13.428571428571427,0
2208,2402,0.18615101565101555,0.055,3.3845639209275555,0.95,0.06,15.833333333333334,0
2209,2403,0.16413961038961028,0.0425,3.862108479755536,0.97,0.05,19.4,0
2210,2404,0.13900974025974017,0.02033333333333333,6.836544602938042,0.95,0.04,23.75,0
2211,2405,0.13900974025974017,0.030333333333333334,4.582738689881544,0.95,0.05,18.999999999999996,0
2212,2406,0.15832647907647895,0.04166666666666666,3.799835497835496,0.97,0.08,12.125,0
2213,2407,0.36044119769119765,0.02,18.022059884559884,0.98,0.02,49.0,0
2214,2409,0.2446837329337328,0.025,9.787349317349312,0.99,0.03,33.0,0
2215,2410,0.2670833333333332,0.047,5.682624113475174,1.0,0.06,16.666666666666668,0
2216,2411,1.0,0.013333333333333332,75.0,1.0,0.02,50.0,1
2217,2412,0.26121861471861463,0.0,,0.99,0.0,,0
2218,2413,0.3213455988455987,0.03,10.711519961519958,0.99,0.05,19.799999999999997,0
2219,2414,0.19267568542568536,0.03,6.4225228475228455,0.99,0.03,33.0,0
2220,2415,0.24603968253968234,0.005,49.207936507936466,1.0,0.01,100.0,0
2221,2416,0.23719516594516576,0.02,11.859758297258288,1.0,0.03,33.333333333333336,0
2222,2417,0.1842540792540791,0.005,36.85081585081582,1.0,0.01,100.0,0
2223,2418,0.2234651182151181,0.005,44.69302364302362,1.0,0.01,100.0,0
2224,2419,0.05998629148629148,0.05999999999999999,0.9997715247715249,0.41,0.09,4.555555555555555,0
2225,2420,0.07208044733044733,0.045,1.6017877184543852,0.41,0.07,5.857142857142856,0
2226,2422,0.20412770562770555,0.002,102.06385281385278,0.99,0.01,99.0,0
2227,2423,0.2566584804084804,0.035,7.333099440242296,0.98,0.05,19.599999999999998,0
2228,2424,0.1190409867909867,0.021666666666666664,5.4941993903532325,0.94,0.04,23.499999999999996,0
2229,2425,0.13902958152958148,0.02,6.951479076479074,0.94,0.03,31.333333333333332,0
2230,2426,0.21231385281385262,0.0,,1.0,0.0,,0
2231,2427,0.23315476190476175,0.015,15.543650793650784,0.99,0.02,49.5,0
2232,2428,0.19126273726273724,0.01,19.126273726273723,0.99,0.02,49.5,0
2233,2429,0.33829437229437226,0.03333333333333333,10.148831168831167,1.0,0.05,20.0,0
2234,2433,0.2949606782106782,0.028333333333333332,10.410376878023936,1.0,0.04,25.0,0
2235,2434,0.1668334443334443,0.04,4.170836108336108,0.99,0.06,16.5,0
2236,2435,0.2005598845598845,0.03,6.685329485329484,0.99,0.03,33.0,0
2237,2437,0.1522179348429348,0.02083333333333333,7.306460872460872,0.89,0.04,22.25,0
2238,2438,0.1090931568431568,0.03083333333333333,3.538156438156437,0.8,0.05,16.0,0
2239,2439,0.1090931568431568,0.010833333333333332,10.070137554752938,0.8,0.03,26.666666666666668,0
2240,2440,0.2904126984126983,0.013333333333333332,21.780952380952375,1.0,0.02,50.0,0
2241,2441,0.1090931568431568,0.020833333333333336,5.236471528471526,0.8,0.04,20.0,0
2242,2442,0.1090931568431568,0.03083333333333333,3.538156438156437,0.8,0.05,16.0,0
2243,2443,0.1090931568431568,0.03083333333333333,3.538156438156437,0.8,0.05,16.0,0
2244,2444,0.3671046176046177,0.028333333333333332,12.95663356251592,0.99,0.04,24.75,0
2245,2445,0.1090931568431568,0.04083333333333333,2.6716691471793506,0.8,0.06,13.333333333333334,0
2246,2446,0.1090931568431568,0.02083333333333333,5.236471528471528,0.8,0.04,20.0,0
2247,2447,0.1090931568431568,0.02083333333333333,5.236471528471528,0.8,0.04,20.0,0
2248,2448,0.1090931568431568,0.05083333333333333,2.146094888717839,0.8,0.07,11.428571428571429,0
2249,2449,0.1090931568431568,0.06083333333333333,1.7933121672847696,0.8,0.08,10.0,0
2250,2450,0.1090931568431568,0.010833333333333332,10.070137554752938,0.8,0.03,26.666666666666668,0
2251,2451,0.1532294788544788,0.015,10.215298590298588,0.91,0.03,30.333333333333336,0
2252,2452,0.17969913419913408,0.01,17.969913419913407,0.99,0.02,49.5,0
2253,2453,0.1090931568431568,0.03083333333333333,3.538156438156437,0.8,0.05,16.0,0
2254,2454,0.1090931568431568,0.01583333333333333,6.890094116409904,0.8,0.03,26.666666666666668,0
2255,2455,0.1090931568431568,0.02083333333333333,5.236471528471528,0.8,0.04,20.0,0
2256,2456,0.25584126984126976,0.05,5.116825396825395,0.99,0.05,19.799999999999997,0
2257,2457,0.1090931568431568,0.03083333333333333,3.538156438156437,0.8,0.05,16.0,0
2258,2458,0.2046151903651903,0.025,8.18460761460761,0.98,0.03,32.666666666666664,0
2259,2459,0.1090931568431568,0.04083333333333334,2.67166914717935,0.8,0.06,13.333333333333334,0
2260,2460,0.1090931568431568,0.02083333333333333,5.236471528471528,0.8,0.04,20.0,0
2261,2461,0.1090931568431568,0.05083333333333333,2.146094888717839,0.8,0.07,11.428571428571429,0
2262,2462,0.2008352105410929,0.013333333333333332,15.06264079058197,0.93,0.02,46.5,0
2263,2463,0.1090931568431568,0.06083333333333333,1.7933121672847696,0.8,0.08,10.0,0
2264,2464,0.1090931568431568,0.04083333333333333,2.6716691471793506,0.8,0.06,13.333333333333334,0
2265,2465,0.1090931568431568,0.05083333333333334,2.1460948887178386,0.8,0.07,11.428571428571429,0
2266,2466,0.1090931568431568,0.02083333333333333,5.236471528471528,0.8,0.04,20.0,0
2267,2467,0.1919221889221888,0.0175,10.966982224125072,0.98,0.03,32.666666666666664,0
2268,2469,0.17207850482850467,0.015,11.471900321900312,0.98,0.02,49.0,0
2269,2470,0.13273903873903867,0.018333333333333333,7.240311203947564,0.8,0.03,26.666666666666668,0
2270,2471,0.17078257853257836,0.02,8.539128926628917,1.0,0.03,33.333333333333336,0
2271,2472,0.1946706349206348,0.03,6.48902116402116,0.99,0.03,33.0,0
2272,2473,0.1911984126984126,0.03333333333333333,5.735952380952377,1.0,0.05,20.0,0
2273,2474,0.21579365079365068,0.0,,0.97,0.0,,0
2274,2475,0.21767099567099563,0.02,10.883549783549782,1.0,0.02,50.0,0
2275,2476,0.20093253968253957,0.015,13.395502645502638,0.99,0.02,49.5,0
2276,2477,0.19136111111111098,0.02,9.56805555555555,0.98,0.02,49.0,0
2277,2478,0.18229473304473298,0.02,9.11473665223665,1.0,0.02,50.0,0
2278,2479,0.25415079365079357,0.0,,0.98,0.0,,0
2279,2480,0.33115873015873004,0.025,13.246349206349201,0.98,0.03,32.666666666666664,0
2280,2481,0.28999145299145285,0.02333333333333333,12.428205128205123,0.99,0.03,33.0,0
2281,2482,0.29201476301476287,0.025,11.680590520590513,1.0,0.04,25.0,0
2282,2484,0.1698109668109667,0.03,5.660365560365556,0.98,0.03,32.666666666666664,0
2283,2485,1.0,0.0325,30.769230769230766,1.0,0.04,25.0,1
2284,2487,0.1811114718614718,0.02333333333333333,7.761920222634507,0.97,0.04,24.25,0
2285,2488,0.29446031746031726,0.035,8.413151927437635,0.99,0.04,24.75,0
2286,2489,0.17600011100011098,0.018333333333333333,9.600006054551509,0.98,0.03,32.666666666666664,0
2287,2490,0.22551659451659448,0.015,15.034439634439632,0.98,0.02,49.0,0
2288,2491,0.1282581585081584,0.025,5.130326340326335,0.9,0.04,22.5,0
2289,2492,0.1282581585081584,0.045,2.8501813001812977,0.9,0.06,15.000000000000002,0
2290,2493,0.18239321789321775,0.02,9.119660894660887,0.97,0.03,32.333333333333336,0
2291,2494,0.1282581585081584,0.025,5.130326340326335,0.9,0.04,22.5,0
2292,2495,0.1282581585081584,0.035,3.664518814518811,0.9,0.05,18.0,0
2293,2496,0.15165462315462308,0.06833333333333334,2.21933594860424,0.9,0.1,9.0,0
2294,2497,0.26043686868686844,0.02,13.021843434343422,1.0,0.02,50.0,0
2295,2498,0.1785126262626262,0.02,8.92563131313131,1.0,0.02,50.0,0
2296,2499,0.19258044733044724,0.01,19.258044733044724,1.0,0.01,100.0,0
2297,2500,0.1801031746031745,0.08,2.251289682539681,0.99,0.09,11.0,0
2298,2501,0.21902355977355964,0.04,5.475588994338991,1.0,0.04,25.0,0
2299,2502,0.24256782106782096,0.02,12.128391053391049,1.0,0.02,50.0,0
2300,2503,0.17571572871572858,0.028333333333333332,6.201731601731597,1.0,0.05,20.0,0
2301,2504,0.22623051948051934,0.0,,1.0,0.0,,0
2302,2505,0.1814891774891774,0.055,3.2998032270759525,1.0,0.07,14.285714285714285,0
2303,2506,0.25670609945609935,0.065,3.949324607016913,0.99,0.07,14.14285714285714,0
2304,2507,0.26251190476190467,0.025,10.500476190476187,1.0,0.03,33.333333333333336,0
2305,2508,0.22707215007215,0.0,,0.99,0.0,,0
2306,2509,0.2018217893217892,0.0,,1.0,0.0,,0
2307,2510,0.26297222222222216,0.02,13.148611111111109,1.0,0.02,50.0,0
2308,2511,0.21255988455988445,0.025,8.502395382395378,0.99,0.03,33.0,0
2309,2512,0.19819119769119758,0.025,7.927647907647903,0.98,0.03,32.666666666666664,0
2310,2513,0.19819119769119758,0.055,3.603476321658138,0.98,0.06,16.333333333333332,0
2311,2514,0.19819119769119758,0.035,5.66260564831993,0.98,0.04,24.5,0
2312,2515,0.19819119769119758,0.045,4.404248837582169,0.98,0.05,19.599999999999998,0
2313,2516,0.2757738095238094,0.02,13.788690476190471,0.99,0.02,49.5,0
2314,2517,0.2626035353535352,0.01,26.26035353535352,0.98,0.01,98.0,0
2315,2518,0.17179040404040388,0.04,4.294760101010097,0.95,0.05,18.999999999999996,0
2316,2519,0.13581002739090964,0.045,3.018000608686881,0.93,0.07,13.285714285714285,0
2317,2520,0.13581002739090964,0.045,3.018000608686881,0.93,0.07,13.285714285714285,0
2318,2521,0.13581002739090964,0.055,2.469273225289266,0.93,0.08,11.625,0
2319,2522,0.13581002739090964,0.055,2.469273225289266,0.93,0.08,11.625,0
2320,2523,0.17313167388167372,0.05,3.4626334776334744,0.98,0.05,19.599999999999998,0
2321,2524,0.20979736929736922,0.03,6.993245643245641,0.99,0.03,33.0,0
2322,2526,0.13581002739090964,0.025,5.4324010956363855,0.93,0.05,18.6,0
2323,2527,0.3391199119507944,0.04,8.47799779876986,0.95,0.05,18.999999999999996,0
2324,2528,0.13581002739090964,0.045,3.018000608686881,0.93,0.07,13.285714285714285,0
2325,2529,0.13581002739090964,0.045,3.018000608686881,0.93,0.07,13.285714285714285,0
2326,2530,0.13581002739090964,0.045,3.018000608686881,0.93,0.07,13.285714285714285,0
2327,2531,0.32291687887276127,0.04,8.072921971819031,0.97,0.06,16.166666666666668,0
2328,2534,0.13581002739090964,0.055,2.469273225289266,0.93,0.08,11.625,0
2329,2535,1.0,0.025,40.0,1.0,0.03,33.333333333333336,1
2330,2536,0.13581002739090964,0.035,3.8802864968831323,0.93,0.06,15.500000000000002,0
2331,2537,0.13581002739090964,0.065,2.089385036783225,0.93,0.09,10.333333333333334,0
2332,2538,0.13581002739090964,0.045,3.018000608686881,0.93,0.07,13.285714285714285,0
2333,2540,0.13581002739090964,0.045,3.018000608686881,0.93,0.07,13.285714285714285,0
2334,2541,0.23347197247197232,0.04833333333333333,4.830454602868393,0.99,0.07,14.14285714285714,0
2335,2542,0.24511111111111095,0.003333333333333333,73.53333333333329,0.99,0.01,99.0,0
2336,2543,0.1785126262626262,0.01,17.85126262626262,1.0,0.01,100.0,0
2337,2544,0.34081349206349204,0.04,8.5203373015873,0.96,0.04,24.0,0
2338,2545,0.21567171717171707,0.02,10.783585858585854,0.99,0.02,49.5,0
2339,2546,0.23984956709956692,0.03,7.994985569985564,1.0,0.03,33.333333333333336,0
2340,2547,0.21720634920634901,0.03,7.240211640211634,0.99,0.03,33.0,0
2341,2548,0.20016666666666652,0.02333333333333333,8.578571428571424,1.0,0.03,33.333333333333336,0
2342,2549,0.2290833333333332,0.015,15.272222222222213,1.0,0.02,50.0,0
2343,2550,0.23902380952380944,0.055,4.345887445887445,0.98,0.06,16.333333333333332,0
2344,2551,0.36723881673881675,0.02,18.36194083694084,1.0,0.02,50.0,0
2345,2552,0.2783733766233766,0.005,55.67467532467531,1.0,0.01,100.0,0
2346,2555,0.1676951659451658,0.02,8.38475829725829,0.99,0.02,49.5,0
2347,2556,0.15738442113442105,0.03,5.2461473711473685,0.98,0.04,24.5,0
2348,2557,0.18638106338106325,0.05833333333333334,3.1951039436753694,1.0,0.07,14.285714285714285,0
2349,2558,0.17488863913863903,0.055,3.179793438884346,0.99,0.07,14.14285714285714,0
2350,2559,0.2225634920634919,0.04,5.564087301587297,1.0,0.05,20.0,0
2351,2560,1.0,0.04,25.0,1.0,0.04,25.0,1
2352,2561,0.17906721056721048,0.05,3.5813442113442093,0.98,0.06,16.333333333333332,0
2353,2562,0.305095238095238,0.045,6.779894179894177,0.99,0.05,19.799999999999997,0
2354,2563,0.14823207348207343,0.06033333333333333,2.456885195835471,0.95,0.08,11.875,0
2355,2564,0.28303907203907186,0.02333333333333333,12.130245944531652,1.0,0.03,33.333333333333336,0
2356,2565,1.0,0.015,66.66666666666667,1.0,0.02,50.0,1
2357,2566,0.34013888888888877,0.02,17.00694444444444,1.0,0.02,50.0,0
2358,2567,0.37061183261183267,0.028333333333333332,13.080417621594094,0.98,0.04,24.5,0
2359,2568,0.21906324231324217,0.02,10.953162115662108,0.97,0.02,48.5,0
2360,2569,0.1937391774891774,0.025,7.749567099567096,0.99,0.03,33.0,0
2361,2570,0.25225468975468973,0.03,8.408489658489659,1.0,0.03,33.333333333333336,0
2362,2571,0.21056782106782093,0.065,3.239504939504937,1.0,0.07,14.285714285714285,0
2363,2572,0.1955797258297257,0.03,6.51932419432419,0.98,0.03,32.666666666666664,0
2364,2573,0.16522763347763342,0.042,3.9339912732769857,0.98,0.08,12.25,0
2365,2574,0.32300468975468966,0.042,7.690587851302134,0.98,0.07,13.999999999999998,0
2366,2575,0.20754834054834043,0.0625,3.320773448773447,0.98,0.07,13.999999999999998,0
2367,2576,1.0,0.01,100.0,1.0,0.01,100.0,1
2368,2577,0.19957611832611818,0.03,6.652537277537273,1.0,0.03,33.333333333333336,0
2369,2578,0.2096829004329004,0.025,8.387316017316016,0.98,0.03,32.666666666666664,0
2370,2579,0.27999639249639247,0.01,27.999639249639245,1.0,0.01,100.0,0
2371,2580,0.24111544011544,0.01,24.111544011544,1.0,0.01,100.0,0
2372,2581,0.16810497835497829,0.03,5.603499278499276,0.94,0.04,23.499999999999996,0
2373,2582,0.16810497835497829,0.01,16.810497835497827,0.94,0.02,46.99999999999999,0
2374,2583,0.34587770562770553,0.04,8.646942640692638,0.97,0.06,16.166666666666668,0
2375,2584,0.16810497835497829,0.02,8.405248917748914,0.94,0.03,31.333333333333332,0
2376,2585,0.26070670995670986,0.003333333333333333,78.21201298701297,1.0,0.01,100.0,0
2377,2586,0.1485098512598512,0.025,5.9403940503940476,0.91,0.04,22.75,0
2378,2587,0.21627453102453092,0.02,10.813726551226546,0.94,0.02,46.99999999999999,0
2379,2589,0.24576984126984122,0.03,8.192328042328041,1.0,0.03,33.333333333333336,0
2380,2591,0.1954597069597068,0.045,4.34354904354904,1.0,0.06,16.666666666666668,0
2381,2592,0.31250829725829715,0.035,8.928808493094204,1.0,0.04,25.0,0
2382,2593,0.2450436507936507,0.02,12.252182539682535,0.99,0.02,49.5,0
2383,2594,0.23940945165945163,0.015,15.96063011063011,1.0,0.02,50.0,0
2384,2595,0.25838167388167366,0.01,25.838167388167363,0.99,0.01,99.0,0
2385,2596,0.23959559884559872,0.01,23.959559884559873,1.0,0.01,100.0,0
2386,2597,0.3286511544011544,0.03,10.95503848003848,0.99,0.03,33.0,0
2387,2598,0.18691341991341978,0.02142857142857143,8.722626262626257,0.99,0.03,33.0,0
2388,2599,0.23455555555555546,0.01,23.455555555555545,1.0,0.01,100.0,0
2389,2603,0.163536297036297,0.05,3.2707259407259395,0.97,0.06,16.166666666666668,0
2390,2604,0.20844119769119762,0.02,10.42205988455988,0.97,0.02,48.5,0
2391,2605,0.2730757575757574,0.02,13.65378787878787,1.0,0.02,50.0,0
2392,2606,0.5,0.05,10.0,1.0,0.06,16.666666666666668,0
2393,2607,0.20453174603174595,0.018333333333333333,11.156277056277052,0.98,0.03,32.666666666666664,0
2394,2608,0.19480230880230873,0.01,19.480230880230874,0.99,0.01,99.0,0
2395,2609,0.2877305194805193,0.025,11.509220779220772,0.99,0.03,33.0,0
2396,2610,0.5,0.03,16.666666666666668,1.0,0.04,25.0,0
2397,2611,0.4139761904761905,0.025,16.559047619047618,0.99,0.03,33.0,0
2398,2612,0.3147698412698411,0.005,62.95396825396821,0.99,0.01,99.0,0
2399,2613,0.3146779609279608,0.022000000000000002,14.30354367854367,1.0,0.03,33.333333333333336,0
2400,2614,0.23567334054834035,0.015,15.711556036556024,0.99,0.02,49.5,0
2401,2615,0.3275916305916306,0.01,32.75916305916306,1.0,0.02,50.0,0
2402,2616,0.5,0.02,25.0,1.0,0.03,33.333333333333336,0
2403,2617,0.32214682539682526,0.02,16.107341269841264,1.0,0.02,50.0,0
2404,2618,0.1969124486624485,0.005,39.3824897324897,1.0,0.01,100.0,0
2405,2619,0.2568253968253968,0.035,7.337868480725622,0.99,0.04,24.75,0
2406,2620,0.238833694083694,0.015,15.922246272246268,0.99,0.02,49.5,0
2407,2621,0.2177344877344877,0.0,,0.98,0.0,,0
2408,2623,0.22856385281385272,0.01,22.856385281385272,1.0,0.01,100.0,0
